gene_symbol,label,hybrid_b_oof_proba
BRCA2,0,0.11795131384242451
BRCA2,0,0.10704053328327068
BRCA2,0,0.10805100765240923
BRCA2,0,0.10702098910594528
BRCA2,0,0.11087287384771595
BRCA2,0,0.10715548055713678
BRCA2,0,0.10789625410755936
BRCA2,0,0.10772156447431258
BRCA2,0,0.6699443335168715
BRCA2,0,0.721364514717241
BRCA2,0,0.1069113937468744
BRCA2,0,0.5156122485093781
BRCA2,0,0.10688917265643494
BRCA2,0,0.1200838875693499
BRCA2,1,0.9977392587075581
BRCA2,1,0.9977496862235978
BRCA2,0,0.10691654796583192
BRCA2,0,0.1231584543821325
BRCA2,1,0.9967749251709584
BRCA2,1,0.33159127016211026
BRCA2,1,0.38022722574001067
BRCA2,1,0.9929696600736576
BRCA2,0,0.10769088981891727
BRCA2,0,0.19305843348061502
BRCA2,0,0.3973615628930413
BRCA2,0,0.1185279159694658
BRCA2,0,0.10690867018228853
BRCA2,0,0.10688727485233808
BRCA2,0,0.10699133840127337
BRCA2,0,0.13914853138614391
BRCA2,0,0.10691260497844983
BRCA2,0,0.10691245163700006
BRCA2,0,0.1079190974903093
BRCA2,0,0.10689247500477621
BRCA2,0,0.10689138415772627
BRCA2,0,0.11614642885889451
BRCA2,0,0.10860672262747785
BRCA2,0,0.10693347952785028
BRCA2,0,0.1068948793981594
BRCA2,0,0.1262343839995628
BRCA2,0,0.10878145261328893
BRCA2,0,0.1069210782946728
BRCA2,0,0.10688530440539816
BRCA2,0,0.1388571602890187
BRCA2,0,0.10687978851085447
BRCA2,0,0.10872143864214587
BRCA2,0,0.10868067966607903
BRCA2,0,0.10689025626712698
BRCA2,0,0.10688137564141076
BRCA2,0,0.1068809309027124
BRCA2,0,0.10688612075590685
BRCA2,0,0.10688081731200241
BRCA2,0,0.1070236876296705
BRCA2,0,0.3238729237561376
BRCA2,0,0.10688300219511553
BRCA2,0,0.1068809708443974
BRCA2,0,0.10688016164122775
BRCA2,0,0.10688085762297583
BRCA2,1,0.19791624039723388
BRCA2,0,0.10690099226547302
BRCA2,0,0.10690456287437966
BRCA2,0,0.10695291326650734
BRCA2,0,0.10688198964176042
BRCA2,0,0.10688130187850413
BRCA2,0,0.10688271991274391
BRCA2,0,0.10688571096192188
BRCA2,0,0.1069205476417583
BRCA2,0,0.10702524850880296
BRCA2,0,0.10689141458331244
BRCA2,0,0.10879129025941431
BRCA2,0,0.10688042941102313
BRCA2,0,0.10688042941090792
BRCA2,0,0.14737983165293556
BRCA2,0,0.10688008374388303
BRCA2,0,0.10688122409102908
BRCA2,0,0.10688221593480411
BRCA2,0,0.1068830719767697
BRCA2,0,0.10688994880238208
BRCA2,0,0.10688560835576266
BRCA2,0,0.10688172237012525
BRCA2,0,0.12018623427807168
BRCA2,0,0.10688636910165668
BRCA2,0,0.10749704994225148
BRCA2,0,0.8535364029974085
BRCA2,0,0.31574270083596234
BRCA2,1,0.9216934476494787
BRCA2,1,0.9976810442013196
BRCA2,0,0.1115281530115665
BRCA2,0,0.10888754613803167
BRCA2,0,0.10689505484226584
BRCA2,0,0.10690111263969129
BRCA2,0,0.1068810792522325
BRCA2,0,0.10689778522960273
BRCA2,0,0.10688708790167073
BRCA2,0,0.31282849870141655
BRCA2,0,0.17146889403533327
BRCA2,0,0.10747577034961761
BRCA2,0,0.10991279238716854
BRCA2,0,0.10692152311746161
BRCA2,0,0.634223410757436
BRCA2,0,0.10688367258038488
BRCA2,0,0.10688367059077626
BRCA2,1,0.11526922596843187
BRCA2,1,0.9969451229634316
BRCA2,1,0.9955058926176475
BRCA2,0,0.10736868270628329
BRCA2,0,0.1108757840315056
BRCA2,0,0.1830400981507183
BRCA2,0,0.1118716020081172
BRCA2,0,0.10945218860497669
BRCA2,0,0.1071676995912794
BRCA2,1,0.9974881325251186
BRCA2,1,0.16561083829996234
BRCA2,1,0.17645500565621877
BRCA2,0,0.1097778169169882
BRCA2,0,0.10724186506489056
BRCA2,0,0.11843863946317942
BRCA2,0,0.1068819510173155
BRCA2,0,0.5137004284972544
BRCA2,0,0.6243544141530449
BRCA2,1,0.9977296220318664
BRCA2,1,0.9650258731019296
BRCA2,0,0.1306481127705438
BRCA2,0,0.12022035724393595
BRCA2,0,0.11448098386169589
BRCA2,0,0.10827760333877164
BRCA2,0,0.10803585810153214
BRCA2,0,0.10828339404842825
BRCA2,0,0.10800526358057269
BRCA2,0,0.1272324771722427
BRCA2,1,0.9845721222970636
BRCA2,1,0.9951739764536127
BRCA2,0,0.10689482866096994
BRCA2,0,0.12228952271118748
BRCA2,0,0.10689287881714751
BRCA2,0,0.10689619954631226
BRCA2,0,0.10688294113584061
BRCA2,0,0.10689244968160003
BRCA2,0,0.10691041089962516
BRCA2,0,0.10688768941872394
BRCA2,0,0.10688000737324391
BRCA2,0,0.10777442777264153
BRCA2,0,0.11145100928648959
BRCA2,0,0.10698112102198881
BRCA2,0,0.10688102118677692
BRCA2,0,0.10688194397750767
BRCA2,0,0.1069191293111924
BRCA2,0,0.10688533593047986
BRCA2,0,0.11019441266284723
BRCA2,0,0.10693533409834372
BRCA2,0,0.10854622681515998
BRCA2,0,0.11217395289333834
BRCA2,0,0.10689904988234633
BRCA2,0,0.11975047005573049
BRCA2,0,0.10688553281901247
BRCA2,0,0.10690373241712864
BRCA2,0,0.10687962862685416
BRCA2,0,0.10688610924589756
BRCA2,0,0.1069083668287605
BRCA2,0,0.10687985071256029
BRCA2,0,0.1068850909332937
BRCA2,0,0.10688459800717615
BRCA2,0,0.1069384558834092
BRCA2,0,0.11452143243587382
BRCA2,0,0.10688213140903359
BRCA2,0,0.10688323118620273
BRCA2,0,0.10688097307152945
BRCA2,0,0.10688012503780824
BRCA2,0,0.10687971135447469
BRCA2,0,0.10687967527043714
