ClinPred_score,MetaRNN_score,REVEL_score,MetaSVM_score,MetaLR_score,VEST4_score,AlphaMissense_score,PrimateAI_score,CADD_raw,CADD_phred,ESM1b_score,BayesDel_noAF_score,Eigen_raw_coding,label
0.0444690043814792,0.09346983,0.172,-1.001,0.0545,0.251,0.09,0.300372242928,0.281164,3.07,3.450198401940106,-0.419419,-1.07760169372405,0
0.291749954223633,0.27783644,0.347,-0.8526,0.2564,0.458,0.0857,0.235387593508,0.967729,9.955,3.909829667753987,-0.0884092,-0.424463066371983,0
0.102117031430658,0.26071873,0.22,-1.0168,0.2113,0.174,0.1011,0.209099426866,0.740588,7.747,4.974451802670956,-0.30554,-1.39750084938008,0
0.315346419811249,0.17068267,0.451,-0.1209,0.5542,0.298,0.0896,0.195863455534,1.721234,15.4,4.22037668234561,-0.00804613,-0.314854699812596,0
0.180398450157187,0.23940855,0.526,-0.5444,0.3848,0.228,0.0869,0.317690938711,1.380996,13.45,3.710588574409485,0.0251448,-0.785411097589958,0
0.444102793931961,0.9275688,0.434,-0.5839,0.3961,0.52,0.1617,0.337892740965,0.979807,10.1,2.706056218451089,0.017076,-0.802077192582731,0
0.0485605180240698,0.10725561,0.497,-0.9835,0.2191,0.329,0.0707,0.256097733974,-0.576868,0.114,3.4023525983951464,-0.142149,-1.1437614840897,0
0.821807324886322,0.60988814,0.504,-0.423,0.3678,0.642,0.4972,0.457150757313,2.294332,18.09,11.949393853201832,-0.0718122,-0.355210915549911,0
0.0142928194254637,0.057249397,0.214,-0.9381,0.0011,0.127,0.0823,0.287534177303,0.294974,3.218,3.7753438353538513,-0.506451,-1.03332266426269,0
0.0422628149390221,0.12835905,0.393,-0.9029,0.0022,0.332,0.0775,0.242957174778,-0.62412,0.095,2.514580341737495,-0.477389,-1.06928663791029,0
0.0448025928718289,0.037112862,0.042,-1.0602,0.0283,0.162,0.0628,0.254269480705,-0.806253,0.049,3.5013930090483103,-0.568928,-1.52625718665746,0
0.0385473881452771,0.047290802,0.37,-0.904,0.0006,0.095,0.0477,0.25667989254,-0.892745,0.036,1.8394119841816576,-0.540896,-1.72957944257095,0
0.998865365982056,0.7823424,0.844,0.5127,0.7015,0.754,0.6367,0.5447884202,4.524771,25.6,10.09180024195673,0.381435,0.715305730033203,0
0.993905603885651,0.9834182,0.952,1.0085,0.8943,0.942,0.9408,0.61335682869,4.678661,26.2,13.51791804629683,0.458739,0.899487352654504,1
0.0683036715557405,0.21559602,0.532,-0.5166,0.5248,0.216,0.0937,0.279585301876,0.828609,8.558,3.697895386859388,-0.161617,-0.634633730038817,0
0.105440549552441,0.09220877,0.27,-1.0703,0.056,0.487,0.0964,0.286197781563,0.865607,8.919,4.547316378805737,-0.234427,-1.08488701974574,0
0.104602716863155,0.13069147,0.086,-1.0235,0.1223,0.204,0.069,0.284374564886,1.018758,10.55,3.56680852406161,-0.323279,-0.937425553862144,0
0.118703350424767,0.1328789,0.171,-0.9161,0.0041,0.274,0.0649,0.246393337846,0.930627,9.562,3.308162932800305,-0.476305,-0.596655218727822,0
0.0944112241268158,0.14382792,0.26,-0.9386,0.0034,0.275,0.1055,0.256144881248,2.004054,16.77,3.3889577962355606,-0.388592,-0.434391889422696,0
0.132835119962692,0.16207692,0.447,-0.3332,0.6303,0.341,0.126,0.251635074615,2.646323,19.63,3.5256812243074345,-0.0735345,-0.597951517383768,0
0.789945125579834,0.6655413,0.52,-0.4782,0.2939,0.43,0.1094,0.335310399532,2.297269,18.11,5.998882607784387,-0.0357141,-0.139654672353739,0
0.553689897060394,0.37626725,0.456,-0.7445,0.3047,0.405,0.1252,0.375097721815,-0.660948,0.083,3.619167346104735,-0.236967,-1.1255803437294,0
0.0448011411443935,0.13038215,0.351,-0.8499,0.2641,0.307,0.0595,0.220099449158,0.5394,5.863,3.107814584351789,-0.271863,-1.35370800464865,0
0.0777071857199505,0.17817822,0.224,-0.9375,0.003,0.419,0.1479,0.200385451317,-0.464476,0.173,3.866558223962784,-0.404369,-1.41667671794099,0
